ID,pH,Temperature,Colour,Turbidity,Timestamp
3691,5.34,42.63,156,88.56,2026-06-20T23:30:00
3692,6.32,41.84,193,57.89,2026-06-20T23:31:00
3693,5.65,44.97,239,63.0,2026-06-20T23:32:00
3694,9.83,41.56,195,99.93,2026-06-20T23:33:00
3695,8.76,42.5,234,59.96,2026-06-20T23:34:00
3696,9.62,48.99,226,69.42,2026-06-20T23:35:00
3697,9.11,50.06,202,94.39,2026-06-20T23:36:00
3698,6.19,41.15,152,95.0,2026-06-20T23:37:00
3699,8.77,53.47,232,65.51,2026-06-20T23:38:00
3700,6.25,45.01,212,98.17,2026-06-20T23:39:00
3701,9.36,49.99,198,81.01,2026-06-20T23:40:00
3702,9.68,41.92,234,53.56,2026-06-20T23:41:00
3703,6.29,41.11,252,85.92,2026-06-20T23:42:00
3704,8.72,47.72,202,79.62,2026-06-20T23:43:00
3705,9.25,45.01,217,62.19,2026-06-20T23:44:00
3706,9.96,52.73,165,73.96,2026-06-20T23:45:00
3707,9.05,44.34,162,67.21,2026-06-20T23:46:00
3708,9.56,47.33,244,74.17,2026-06-20T23:47:00
3709,5.73,52.59,190,67.3,2026-06-20T23:48:00
3710,5.15,42.75,216,62.26,2026-06-20T23:49:00
3711,5.42,48.13,165,79.11,2026-06-20T23:50:00
3712,6.28,45.68,206,73.03,2026-06-20T23:51:00
3713,8.67,48.69,152,56.41,2026-06-20T23:52:00
3714,9.87,44.13,193,61.11,2026-06-20T23:53:00
3715,8.99,53.99,199,97.74,2026-06-20T23:54:00
3716,6.27,53.82,250,73.81,2026-06-20T23:55:00
3717,9.49,42.04,238,59.36,2026-06-20T23:56:00
3718,6.19,54.95,233,63.64,2026-06-20T23:57:00
3719,5.03,44.96,234,97.97,2026-06-20T23:58:00
3720,9.01,43.04,188,63.79,2026-06-20T23:59:00
3721,8.77,52.42,239,89.95,2026-06-21T00:00:00
3722,9.46,53.6,252,73.5,2026-06-21T00:01:00
3723,9.5,50.72,207,52.35,2026-06-21T00:02:00
3724,9.1,50.87,180,94.78,2026-06-21T00:03:00
3725,9.19,53.61,189,85.74,2026-06-21T00:04:00
3726,9.46,50.88,169,58.56,2026-06-21T00:05:00
3727,9.47,46.93,224,79.01,2026-06-21T00:06:00
3728,9.86,48.81,206,79.78,2026-06-21T00:07:00
3729,9.37,49.45,172,79.89,2026-06-21T00:08:00
3730,9.81,48.59,239,67.98,2026-06-21T00:09:00
3731,8.92,41.22,179,67.79,2026-06-21T00:10:00
3732,9.19,50.59,206,80.47,2026-06-21T00:11:00
3733,8.71,52.75,177,88.6,2026-06-21T00:12:00
3734,9.04,44.71,154,79.87,2026-06-21T00:13:00
3735,8.84,51.76,171,57.45,2026-06-21T00:14:00
3736,9.24,41.8,183,76.79,2026-06-21T00:15:00
3737,9.66,52.25,253,62.92,2026-06-21T00:16:00
3738,9.71,52.63,240,99.59,2026-06-21T00:17:00
3739,6.21,52.82,164,73.25,2026-06-21T00:18:00
3740,9.29,47.88,182,98.68,2026-06-21T00:19:00
3741,9.38,50.39,241,79.99,2026-06-21T00:20:00
3742,9.56,48.17,185,54.06,2026-06-21T00:21:00
3743,9.28,51.85,182,86.0,2026-06-21T00:22:00
3744,8.74,46.17,224,99.87,2026-06-21T00:23:00
3745,8.66,43.77,195,69.67,2026-06-21T00:24:00
3746,9.21,44.33,217,54.03,2026-06-21T00:25:00
3747,9.55,42.56,179,66.87,2026-06-21T00:26:00
3748,5.36,47.99,155,67.14,2026-06-21T00:27:00
3749,5.1,42.4,217,80.02,2026-06-21T00:28:00
3750,9.47,47.93,158,63.29,2026-06-21T00:29:00
3751,9.67,43.23,186,93.94,2026-06-21T00:30:00
3752,9.54,49.87,188,92.24,2026-06-21T00:31:00
3753,8.87,43.02,237,70.33,2026-06-21T00:32:00
3754,6.11,52.47,226,92.99,2026-06-21T00:33:00
3755,9.71,42.83,205,53.27,2026-06-21T00:34:00
3756,9.51,43.55,174,58.99,2026-06-21T00:35:00
3757,9.11,53.38,227,79.74,2026-06-21T00:36:00
3758,9.03,43.19,196,76.32,2026-06-21T00:37:00
3759,8.88,41.14,249,99.31,2026-06-21T00:38:00
3760,9.25,50.35,185,78.91,2026-06-21T00:39:00
3761,8.89,49.28,241,90.42,2026-06-21T00:40:00
3762,8.99,50.5,189,58.59,2026-06-21T00:41:00
3763,5.09,54.49,202,57.67,2026-06-21T00:42:00
3764,6.31,49.34,182,92.59,2026-06-21T00:43:00
3765,9.17,53.07,186,52.97,2026-06-21T00:44:00
3766,5.97,50.89,208,74.46,2026-06-21T00:45:00
3767,5.23,52.97,225,75.18,2026-06-21T00:46:00
3768,5.95,45.61,200,53.85,2026-06-21T00:47:00
3769,9.92,50.26,217,73.03,2026-06-21T00:48:00
3770,8.64,51.1,215,57.97,2026-06-21T00:49:00
3771,8.6,44.41,245,62.37,2026-06-21T00:50:00
3772,9.27,52.8,166,98.17,2026-06-21T00:51:00
3773,5.93,48.95,255,78.57,2026-06-21T00:52:00
3774,8.63,49.84,198,80.2,2026-06-21T00:53:00
3775,8.6,41.78,234,90.34,2026-06-21T00:54:00
3776,9.76,49.64,177,89.13,2026-06-21T00:55:00
3777,9.23,50.62,189,82.39,2026-06-21T00:56:00
3778,9.44,51.34,233,86.85,2026-06-21T00:57:00
3779,9.49,53.1,244,99.08,2026-06-21T00:58:00
3780,8.69,48.51,161,75.67,2026-06-21T00:59:00
3781,5.73,47.0,236,85.76,2026-06-21T01:00:00
3782,8.96,42.51,169,55.32,2026-06-21T01:01:00
3783,9.45,44.88,193,73.11,2026-06-21T01:02:00
3784,8.73,54.69,190,69.67,2026-06-21T01:03:00
3785,5.99,41.97,170,84.39,2026-06-21T01:04:00
3786,9.43,48.35,250,61.5,2026-06-21T01:05:00
3787,9.9,50.32,254,53.9,2026-06-21T01:06:00
3788,9.17,49.48,232,97.58,2026-06-21T01:07:00
3789,9.42,51.44,153,66.3,2026-06-21T01:08:00
3790,5.26,45.79,156,61.76,2026-06-21T01:09:00
3791,6.33,47.81,174,62.73,2026-06-21T01:10:00
3792,8.66,54.08,246,73.19,2026-06-21T01:11:00
3793,8.85,47.75,207,68.66,2026-06-21T01:12:00
3794,9.4,45.59,217,52.15,2026-06-21T01:13:00
3795,5.68,43.9,223,96.88,2026-06-21T01:14:00
3796,9.27,45.82,159,72.12,2026-06-21T01:15:00
3797,9.86,54.02,236,77.57,2026-06-21T01:16:00
3798,6.29,42.8,191,91.69,2026-06-21T01:17:00
3799,5.57,52.97,173,97.45,2026-06-21T01:18:00
3800,9.02,52.99,154,78.15,2026-06-21T01:19:00
3801,5.64,41.97,179,97.81,2026-06-21T01:20:00
3802,8.7,52.22,218,86.88,2026-06-21T01:21:00
3803,9.83,53.04,249,99.86,2026-06-21T01:22:00
3804,6.35,54.46,156,97.16,2026-06-21T01:23:00
3805,5.71,45.72,247,67.26,2026-06-21T01:24:00
3806,9.58,47.3,255,78.11,2026-06-21T01:25:00
3807,8.95,54.68,194,95.5,2026-06-21T01:26:00
3808,8.85,50.72,228,53.37,2026-06-21T01:27:00
3809,5.83,41.11,255,52.88,2026-06-21T01:28:00
3810,9.77,41.81,211,59.43,2026-06-21T01:29:00
3811,5.06,45.86,162,87.7,2026-06-21T01:30:00
3812,8.68,50.23,212,79.77,2026-06-21T01:31:00
3813,5.79,50.3,171,85.03,2026-06-21T01:32:00
3814,6.15,52.98,254,52.86,2026-06-21T01:33:00
3815,5.95,46.43,186,96.52,2026-06-21T01:34:00
3816,9.36,41.59,229,79.19,2026-06-21T01:35:00
3817,9.98,48.58,217,92.44,2026-06-21T01:36:00
3818,6.15,52.14,196,52.33,2026-06-21T01:37:00
3819,5.5,43.61,227,86.62,2026-06-21T01:38:00
3820,5.79,46.13,190,56.27,2026-06-21T01:39:00
3821,9.27,51.76,232,57.74,2026-06-21T01:40:00
3822,9.12,50.31,221,63.13,2026-06-21T01:41:00
3823,8.99,42.45,197,54.75,2026-06-21T01:42:00
3824,9.1,48.7,221,75.92,2026-06-21T01:43:00
3825,9.9,52.52,203,76.74,2026-06-21T01:44:00
3826,9.41,41.78,227,89.24,2026-06-21T01:45:00
3827,9.69,52.97,255,87.57,2026-06-21T01:46:00
3828,9.83,49.24,227,72.26,2026-06-21T01:47:00
3829,9.99,43.55,159,97.38,2026-06-21T01:48:00
3830,9.15,42.77,237,63.88,2026-06-21T01:49:00
3831,9.06,45.52,225,66.06,2026-06-21T01:50:00
3832,9.43,50.56,175,73.83,2026-06-21T01:51:00
3833,5.47,44.76,189,86.12,2026-06-21T01:52:00
3834,9.98,54.17,161,99.6,2026-06-21T01:53:00
3835,9.56,48.49,206,74.87,2026-06-21T01:54:00
3836,9.54,47.88,213,65.72,2026-06-21T01:55:00
3837,9.25,47.2,201,54.51,2026-06-21T01:56:00
3838,9.62,46.12,208,51.35,2026-06-21T01:57:00
3839,5.65,48.96,236,62.04,2026-06-21T01:58:00
3840,5.46,45.7,255,93.42,2026-06-21T01:59:00
3841,8.72,50.34,165,80.23,2026-06-21T02:00:00
3842,8.77,49.65,190,68.32,2026-06-21T02:01:00
3843,9.75,52.04,175,66.08,2026-06-21T02:02:00
3844,6.05,51.46,216,54.2,2026-06-21T02:03:00
3845,6.22,46.93,227,72.47,2026-06-21T02:04:00
3846,9.89,50.22,162,80.47,2026-06-21T02:05:00
3847,8.86,50.92,232,82.18,2026-06-21T02:06:00
3848,9.67,41.71,212,75.54,2026-06-21T02:07:00
3849,9.67,50.97,246,97.33,2026-06-21T02:08:00
3850,8.62,42.57,198,80.27,2026-06-21T02:09:00
3851,8.61,41.91,207,85.85,2026-06-21T02:10:00
3852,9.23,46.92,240,66.26,2026-06-21T02:11:00
3853,5.73,49.85,191,93.08,2026-06-21T02:12:00
3854,9.47,51.76,173,96.57,2026-06-21T02:13:00
3855,9.86,47.19,163,79.08,2026-06-21T02:14:00
3856,9.98,53.64,213,93.27,2026-06-21T02:15:00
3857,8.78,49.44,238,64.77,2026-06-21T02:16:00
3858,9.43,42.44,243,92.73,2026-06-21T02:17:00
3859,5.1,55.0,221,66.73,2026-06-21T02:18:00
3860,8.7,53.03,247,82.45,2026-06-21T02:19:00
3861,5.57,52.02,176,90.22,2026-06-21T02:20:00
3862,9.15,50.09,240,97.65,2026-06-21T02:21:00
3863,9.7,44.69,218,98.17,2026-06-21T02:22:00
3864,9.41,43.16,172,74.28,2026-06-21T02:23:00
3865,5.66,48.4,253,53.85,2026-06-21T02:24:00
3866,9.18,50.7,212,62.05,2026-06-21T02:25:00
3867,8.69,47.43,216,81.58,2026-06-21T02:26:00
3868,8.67,41.7,249,68.65,2026-06-21T02:27:00
3869,8.67,54.5,248,69.97,2026-06-21T02:28:00
3870,9.89,48.62,233,81.99,2026-06-21T02:29:00
3871,5.3,43.56,216,95.18,2026-06-21T02:30:00
3872,8.76,41.1,167,90.84,2026-06-21T02:31:00
3873,5.12,44.41,224,66.47,2026-06-21T02:32:00
3874,6.15,54.78,197,77.22,2026-06-21T02:33:00
3875,5.41,43.53,202,78.9,2026-06-21T02:34:00
3876,9.11,43.79,245,98.48,2026-06-21T02:35:00
3877,9.28,46.95,192,83.01,2026-06-21T02:36:00
3878,9.04,46.88,199,94.59,2026-06-21T02:37:00
3879,5.06,45.28,241,78.38,2026-06-21T02:38:00
3880,9.71,46.6,193,80.69,2026-06-21T02:39:00
3881,5.53,43.3,208,57.73,2026-06-21T02:40:00
3882,8.99,52.38,163,62.35,2026-06-21T02:41:00
3883,8.68,50.5,229,83.62,2026-06-21T02:42:00
3884,9.47,46.89,172,99.55,2026-06-21T02:43:00
3885,5.8,47.06,151,56.39,2026-06-21T02:44:00
3886,5.04,44.05,209,81.75,2026-06-21T02:45:00
3887,9.2,41.55,179,94.84,2026-06-21T02:46:00
3888,8.79,52.13,218,94.84,2026-06-21T02:47:00
3889,9.14,54.8,221,66.28,2026-06-21T02:48:00
3890,9.68,53.76,175,59.38,2026-06-21T02:49:00
3891,8.76,45.59,243,53.01,2026-06-21T02:50:00
3892,6.03,43.94,212,93.15,2026-06-21T02:51:00
3893,9.82,47.12,175,62.02,2026-06-21T02:52:00
3894,9.65,43.23,189,93.5,2026-06-21T02:53:00
3895,9.58,42.6,198,71.61,2026-06-21T02:54:00
3896,8.7,50.45,159,79.13,2026-06-21T02:55:00
3897,9.91,41.59,210,73.27,2026-06-21T02:56:00
3898,9.43,53.24,171,67.49,2026-06-21T02:57:00
3899,9.28,51.03,219,90.76,2026-06-21T02:58:00
3900,9.0,43.06,180,95.66,2026-06-21T02:59:00
3901,6.18,54.75,254,87.75,2026-06-21T03:00:00
3902,8.85,46.47,218,94.42,2026-06-21T03:01:00
3903,8.83,43.53,187,69.6,2026-06-21T03:02:00
3904,8.98,53.73,221,54.53,2026-06-21T03:03:00
3905,5.1,43.73,153,68.36,2026-06-21T03:04:00
3906,5.6,45.24,186,87.06,2026-06-21T03:05:00
3907,9.58,43.53,251,93.06,2026-06-21T03:06:00
3908,9.18,50.63,172,92.09,2026-06-21T03:07:00
3909,9.51,52.33,203,60.72,2026-06-21T03:08:00
3910,8.63,52.74,226,66.39,2026-06-21T03:09:00
3911,6.07,50.71,198,96.27,2026-06-21T03:10:00
3912,6.34,54.36,155,92.12,2026-06-21T03:11:00
3913,9.54,43.52,196,93.57,2026-06-21T03:12:00
3914,9.04,42.04,192,60.43,2026-06-21T03:13:00
3915,6.1,43.62,162,98.86,2026-06-21T03:14:00
3916,9.32,52.25,186,75.9,2026-06-21T03:15:00
3917,5.62,49.77,222,98.83,2026-06-21T03:16:00
3918,9.11,46.63,191,72.51,2026-06-21T03:17:00
3919,9.75,51.92,163,54.32,2026-06-21T03:18:00
3920,5.58,48.25,193,53.83,2026-06-21T03:19:00
3921,9.41,54.99,209,72.94,2026-06-21T03:20:00
3922,8.82,48.13,208,84.53,2026-06-21T03:21:00
3923,8.76,54.18,238,77.35,2026-06-21T03:22:00
3924,9.03,44.75,235,51.45,2026-06-21T03:23:00
3925,9.48,53.14,164,72.31,2026-06-21T03:24:00
3926,9.9,42.71,152,66.67,2026-06-21T03:25:00
3927,8.87,49.82,181,61.46,2026-06-21T03:26:00
3928,9.25,49.3,207,97.64,2026-06-21T03:27:00
3929,5.73,52.46,203,94.57,2026-06-21T03:28:00
3930,6.06,43.21,204,56.7,2026-06-21T03:29:00
3931,8.77,54.65,171,77.12,2026-06-21T03:30:00
3932,9.31,44.63,189,76.56,2026-06-21T03:31:00
3933,9.79,52.81,164,76.04,2026-06-21T03:32:00
3934,9.56,42.93,204,94.06,2026-06-21T03:33:00
3935,9.22,43.22,153,66.4,2026-06-21T03:34:00
3936,9.09,41.99,193,78.53,2026-06-21T03:35:00
3937,9.56,46.63,226,75.98,2026-06-21T03:36:00
3938,8.78,44.12,172,94.8,2026-06-21T03:37:00
3939,8.79,54.33,224,78.84,2026-06-21T03:38:00
3940,9.38,42.15,234,82.77,2026-06-21T03:39:00
3941,9.29,48.44,230,58.54,2026-06-21T03:40:00
3942,9.81,41.52,165,69.83,2026-06-21T03:41:00
3943,5.63,51.74,241,93.61,2026-06-21T03:42:00
3944,9.22,53.45,161,53.23,2026-06-21T03:43:00
3945,9.84,42.82,189,51.98,2026-06-21T03:44:00
3946,5.56,46.6,172,93.72,2026-06-21T03:45:00
3947,9.66,50.74,180,77.3,2026-06-21T03:46:00
3948,9.21,52.81,194,58.63,2026-06-21T03:47:00
3949,9.39,44.63,210,54.65,2026-06-21T03:48:00
3950,5.78,51.86,232,51.38,2026-06-21T03:49:00
3951,9.58,45.15,167,60.75,2026-06-21T03:50:00
3952,9.72,43.7,174,89.95,2026-06-21T03:51:00
3953,5.87,45.09,205,63.81,2026-06-21T03:52:00
3954,9.37,49.44,152,91.95,2026-06-21T03:53:00
3955,6.38,41.04,170,82.54,2026-06-21T03:54:00
3956,8.72,52.73,202,78.54,2026-06-21T03:55:00
3957,8.87,43.53,158,51.97,2026-06-21T03:56:00
3958,5.59,47.26,193,99.5,2026-06-21T03:57:00
3959,9.74,45.99,215,84.47,2026-06-21T03:58:00
3960,6.38,46.43,178,88.95,2026-06-21T03:59:00
3961,6.04,42.79,164,61.42,2026-06-21T04:00:00
3962,9.88,46.93,152,55.54,2026-06-21T04:01:00
3963,5.69,50.3,151,85.8,2026-06-21T04:02:00
3964,5.72,46.66,239,74.85,2026-06-21T04:03:00
3965,8.82,45.59,209,86.46,2026-06-21T04:04:00
3966,6.35,46.91,151,76.65,2026-06-21T04:05:00
3967,8.7,42.39,208,99.65,2026-06-21T04:06:00
3968,5.42,51.0,204,94.97,2026-06-21T04:07:00
3969,9.87,44.06,236,92.67,2026-06-21T04:08:00
3970,9.34,41.04,208,80.16,2026-06-21T04:09:00
3971,9.69,52.85,248,89.48,2026-06-21T04:10:00
3972,9.96,53.13,191,71.54,2026-06-21T04:11:00
3973,8.68,49.43,189,89.04,2026-06-21T04:12:00
3974,8.68,47.26,213,61.85,2026-06-21T04:13:00
3975,9.41,45.68,232,81.3,2026-06-21T04:14:00
3976,9.68,43.26,178,57.0,2026-06-21T04:15:00
3977,9.57,50.61,219,67.98,2026-06-21T04:16:00
3978,9.61,49.79,250,85.24,2026-06-21T04:17:00
3979,9.34,42.34,231,62.78,2026-06-21T04:18:00
3980,9.3,42.07,152,67.05,2026-06-21T04:19:00
3981,9.61,49.61,169,83.24,2026-06-21T04:20:00
3982,5.23,42.48,213,79.26,2026-06-21T04:21:00
3983,9.63,47.38,228,67.71,2026-06-21T04:22:00
3984,9.22,44.21,158,67.69,2026-06-21T04:23:00
3985,8.72,48.58,224,57.78,2026-06-21T04:24:00
3986,9.27,44.18,218,57.74,2026-06-21T04:25:00
3987,8.64,42.6,246,94.28,2026-06-21T04:26:00
3988,6.34,54.37,217,53.13,2026-06-21T04:27:00
3989,6.15,42.68,168,78.41,2026-06-21T04:28:00
3990,8.83,48.03,237,52.61,2026-06-21T04:29:00
3991,9.2,52.14,166,76.16,2026-06-21T04:30:00
3992,8.61,50.37,160,80.67,2026-06-21T04:31:00
3993,8.77,54.85,206,88.15,2026-06-21T04:32:00
3994,9.76,54.93,163,94.09,2026-06-21T04:33:00
3995,9.47,45.84,226,71.22,2026-06-21T04:34:00
3996,9.98,49.99,201,65.82,2026-06-21T04:35:00
3997,6.14,48.73,166,53.55,2026-06-21T04:36:00
3998,9.72,54.86,197,87.25,2026-06-21T04:37:00
3999,8.96,42.24,157,93.47,2026-06-21T04:38:00
4000,9.9,44.73,216,62.09,2026-06-21T04:39:00
4001,9.93,42.18,243,93.54,2026-06-21T04:40:00
4002,9.5,41.27,251,86.14,2026-06-21T04:41:00
4003,8.85,47.34,248,77.91,2026-06-21T04:42:00
4004,6.01,43.78,225,59.35,2026-06-21T04:43:00
4005,9.97,46.39,183,76.03,2026-06-21T04:44:00
4006,6.04,53.02,161,93.95,2026-06-21T04:45:00
4007,8.7,44.17,225,54.22,2026-06-21T04:46:00
4008,9.17,44.82,211,52.43,2026-06-21T04:47:00
4009,8.65,52.87,167,57.93,2026-06-21T04:48:00
4010,5.04,42.78,162,97.3,2026-06-21T04:49:00
4011,9.14,43.9,180,98.06,2026-06-21T04:50:00
4012,6.18,53.25,235,66.28,2026-06-21T04:51:00
4013,9.32,50.19,253,66.49,2026-06-21T04:52:00
4014,5.31,54.82,241,54.99,2026-06-21T04:53:00
4015,5.78,46.14,191,71.24,2026-06-21T04:54:00
4016,6.11,47.04,229,94.65,2026-06-21T04:55:00
4017,5.52,47.41,163,88.84,2026-06-21T04:56:00
4018,9.14,51.14,159,60.5,2026-06-21T04:57:00
4019,9.81,54.88,203,85.73,2026-06-21T04:58:00
4020,8.79,42.98,174,87.96,2026-06-21T04:59:00
4021,9.52,47.21,194,82.46,2026-06-21T05:00:00
4022,9.49,47.0,178,69.66,2026-06-21T05:01:00
4023,8.68,54.7,234,76.48,2026-06-21T05:02:00
4024,9.98,44.72,223,52.74,2026-06-21T05:03:00
4025,9.9,49.48,156,55.51,2026-06-21T05:04:00
4026,9.93,54.93,198,60.58,2026-06-21T05:05:00
4027,5.98,54.17,192,94.6,2026-06-21T05:06:00
4028,8.99,41.0,176,70.76,2026-06-21T05:07:00
4029,9.18,52.63,187,55.55,2026-06-21T05:08:00
4030,9.8,46.42,161,58.01,2026-06-21T05:09:00
4031,6.34,44.23,230,97.0,2026-06-21T05:10:00
4032,9.52,54.56,158,91.23,2026-06-21T05:11:00
4033,9.33,43.78,245,86.46,2026-06-21T05:12:00
4034,8.8,46.5,190,96.7,2026-06-21T05:13:00
4035,9.31,53.27,231,79.7,2026-06-21T05:14:00
4036,9.49,49.7,235,76.93,2026-06-21T05:15:00
4037,9.43,49.82,220,75.5,2026-06-21T05:16:00
4038,9.4,53.49,246,66.72,2026-06-21T05:17:00
4039,5.84,54.11,158,96.75,2026-06-21T05:18:00
4040,9.12,50.88,185,97.86,2026-06-21T05:19:00
4041,9.66,48.88,186,70.85,2026-06-21T05:20:00
4042,5.23,53.85,175,72.82,2026-06-21T05:21:00
4043,8.63,42.4,161,53.55,2026-06-21T05:22:00
4044,9.89,54.84,204,68.84,2026-06-21T05:23:00
4045,9.42,55.0,206,75.49,2026-06-21T05:24:00
4046,9.11,53.75,196,94.08,2026-06-21T05:25:00
4047,8.99,54.53,158,65.2,2026-06-21T05:26:00
4048,5.88,43.23,177,67.13,2026-06-21T05:27:00
4049,8.73,42.44,176,80.38,2026-06-21T05:28:00
4050,5.09,43.98,188,75.55,2026-06-21T05:29:00
4051,9.14,42.91,252,67.79,2026-06-21T05:30:00
4052,9.49,45.82,252,81.27,2026-06-21T05:31:00
4053,8.82,42.33,195,97.94,2026-06-21T05:32:00
4054,8.66,52.07,247,62.78,2026-06-21T05:33:00
4055,9.24,47.35,179,75.01,2026-06-21T05:34:00
4056,8.99,50.39,189,86.85,2026-06-21T05:35:00
4057,8.94,52.45,172,71.01,2026-06-21T05:36:00
4058,8.98,44.61,203,93.58,2026-06-21T05:37:00
4059,9.96,47.85,197,88.53,2026-06-21T05:38:00
4060,8.77,49.75,196,82.29,2026-06-21T05:39:00
4061,8.96,49.01,224,67.07,2026-06-21T05:40:00
4062,9.06,47.08,210,96.12,2026-06-21T05:41:00
4063,6.13,42.96,200,88.89,2026-06-21T05:42:00
4064,9.21,47.43,164,98.78,2026-06-21T05:43:00
4065,5.03,52.41,242,62.42,2026-06-21T05:44:00
4066,8.61,41.99,192,63.11,2026-06-21T05:45:00
4067,5.19,50.76,190,95.51,2026-06-21T05:46:00
4068,5.33,42.87,169,51.09,2026-06-21T05:47:00
4069,6.18,51.45,181,76.93,2026-06-21T05:48:00
4070,6.28,51.54,188,82.66,2026-06-21T05:49:00
4071,9.82,42.05,223,85.16,2026-06-21T05:50:00
4072,9.73,43.6,239,88.81,2026-06-21T05:51:00
4073,9.6,50.99,173,66.23,2026-06-21T05:52:00
4074,9.86,44.81,186,60.04,2026-06-21T05:53:00
4075,9.42,54.21,157,71.02,2026-06-21T05:54:00
4076,8.74,54.97,218,87.67,2026-06-21T05:55:00
4077,8.71,42.87,168,72.02,2026-06-21T05:56:00
4078,6.36,48.97,235,54.0,2026-06-21T05:57:00
4079,5.65,52.1,190,63.75,2026-06-21T05:58:00
4080,8.77,51.75,223,89.62,2026-06-21T05:59:00
4081,9.19,44.06,174,81.1,2026-06-21T06:00:00
4082,9.02,41.46,166,95.95,2026-06-21T06:01:00
4083,5.71,50.06,173,79.69,2026-06-21T06:02:00
4084,9.97,54.09,237,98.24,2026-06-21T06:03:00
4085,5.53,46.51,199,93.87,2026-06-21T06:04:00
4086,6.05,47.63,215,56.44,2026-06-21T06:05:00
4087,8.86,44.27,253,58.02,2026-06-21T06:06:00
4088,9.25,53.99,202,65.72,2026-06-21T06:07:00
4089,8.69,53.11,235,63.47,2026-06-21T06:08:00
4090,5.79,41.3,201,58.73,2026-06-21T06:09:00
4091,9.9,50.61,224,87.4,2026-06-21T06:10:00
4092,8.61,50.52,248,88.57,2026-06-21T06:11:00
4093,9.29,46.95,195,64.01,2026-06-21T06:12:00
4094,9.86,42.67,212,62.5,2026-06-21T06:13:00
4095,5.33,47.04,209,76.09,2026-06-21T06:14:00
4096,8.88,52.51,222,89.53,2026-06-21T06:15:00
4097,9.78,41.05,173,82.97,2026-06-21T06:16:00
4098,8.62,43.65,211,58.29,2026-06-21T06:17:00
4099,9.9,44.75,219,77.97,2026-06-21T06:18:00
4100,6.16,45.37,218,52.47,2026-06-21T06:19:00
4101,9.26,46.18,246,82.11,2026-06-21T06:20:00
4102,8.8,48.26,165,59.43,2026-06-21T06:21:00
4103,8.96,44.52,173,75.22,2026-06-21T06:22:00
4104,9.54,43.49,218,57.21,2026-06-21T06:23:00
4105,9.7,41.96,154,91.99,2026-06-21T06:24:00
4106,9.35,51.6,163,94.54,2026-06-21T06:25:00
4107,9.97,41.44,185,98.33,2026-06-21T06:26:00
4108,5.63,53.71,247,60.96,2026-06-21T06:27:00
4109,8.93,45.36,246,68.98,2026-06-21T06:28:00
4110,8.7,42.56,191,77.22,2026-06-21T06:29:00
4111,9.29,53.64,184,68.84,2026-06-21T06:30:00
4112,9.26,47.83,154,96.54,2026-06-21T06:31:00
4113,9.94,53.48,184,83.06,2026-06-21T06:32:00
4114,8.96,47.37,250,79.3,2026-06-21T06:33:00
4115,9.98,44.07,236,72.72,2026-06-21T06:34:00
4116,9.91,43.26,179,69.64,2026-06-21T06:35:00
4117,9.94,50.8,206,54.74,2026-06-21T06:36:00
4118,5.88,41.69,227,78.08,2026-06-21T06:37:00
4119,6.15,51.0,152,91.92,2026-06-21T06:38:00
4120,9.78,43.81,154,58.3,2026-06-21T06:39:00
4121,5.84,52.65,251,81.64,2026-06-21T06:40:00
4122,9.48,42.15,152,83.25,2026-06-21T06:41:00
4123,8.98,42.46,236,99.57,2026-06-21T06:42:00
4124,8.72,48.58,234,65.83,2026-06-21T06:43:00
4125,8.76,44.78,227,77.34,2026-06-21T06:44:00
4126,8.99,43.33,238,88.31,2026-06-21T06:45:00
4127,5.65,42.54,193,77.4,2026-06-21T06:46:00
4128,6.12,50.31,254,63.56,2026-06-21T06:47:00
4129,5.43,52.33,204,60.19,2026-06-21T06:48:00
4130,9.73,49.55,237,64.91,2026-06-21T06:49:00
4131,9.61,51.13,236,84.52,2026-06-21T06:50:00
4132,9.79,45.28,215,76.16,2026-06-21T06:51:00
4133,5.81,45.91,176,73.67,2026-06-21T06:52:00
4134,5.06,45.08,246,52.72,2026-06-21T06:53:00
4135,8.74,42.41,166,52.73,2026-06-21T06:54:00
4136,9.42,42.52,243,54.7,2026-06-21T06:55:00
4137,9.43,41.76,209,80.21,2026-06-21T06:56:00
4138,9.91,46.97,205,87.3,2026-06-21T06:57:00
4139,9.1,54.36,156,68.09,2026-06-21T06:58:00
4140,5.92,48.88,168,96.14,2026-06-21T06:59:00
4141,8.81,41.65,255,59.12,2026-06-21T07:00:00
4142,8.94,48.02,237,64.23,2026-06-21T07:01:00
4143,9.59,50.87,234,54.78,2026-06-21T07:02:00
4144,9.95,51.49,218,93.17,2026-06-21T07:03:00
4145,8.8,45.69,191,98.59,2026-06-21T07:04:00
4146,9.72,42.75,189,66.09,2026-06-21T07:05:00
4147,5.1,45.25,254,59.42,2026-06-21T07:06:00
4148,8.67,43.95,156,70.38,2026-06-21T07:07:00
4149,9.64,43.35,242,94.62,2026-06-21T07:08:00
4150,9.94,53.47,229,94.45,2026-06-21T07:09:00
4151,8.64,46.46,187,96.34,2026-06-21T07:10:00
4152,9.94,54.24,219,82.35,2026-06-21T07:11:00
4153,9.84,54.67,251,76.8,2026-06-21T07:12:00
4154,9.77,52.06,164,86.69,2026-06-21T07:13:00
4155,9.36,44.31,215,54.54,2026-06-21T07:14:00
